,review,rating
25988,friendly restaurant busy find way smile check attitude door part service good,5 stars
25989,bad experience staff management customer minute order minute food apology management whole ordeal total rude unprofessional,1 star
25990,bad home option today last straw order app pickup thru screen order girl order code window ask dispatch mobile order payment cancel order minute order upset poor service time morning night charge credit card,1 star
25991,dude,1 star
25992,self service kiosk customer service prefer live person repeat order iced caramel macchiato hot cold flavor caramel,1 star
25993,ample parking expensive small big breakfast good clean new dining room customer service usual,3 stars
25994,night drive thru meal location,2 stars
25995,night huge improvement last visit clean management new management new service food table,5 stars
25996,star fresh right configuration staff oreo sure cap car manager none dude half screen lady store mcdonald franchisee location issue,1 star
25997,cheese sandwich terrible,1 star
25998,rude customer service overnight employee order table mine,1 star
25999,staff,1 star
26000,long wait double cheeseburger mcdouble onion mustard dry ketchup extra onion allergic onion waste time money,1 star
26001,unfriendly employee impolite line,1 star
26002,mcdonald lunch refill tea combo meal drink refill guess sandwich table dirty worth star,1 star
26003,cashier nasty attitude,1 star
26004,drive thru food lane window dispatch food uber driver foot window order food kind cold fry chicken oil top mayonnaise ketchup fry big chain quality control sad food picture,2 stars
26005,food door dash order x6,1 star
26006,toilet paper phone call joke serious dispenser slot careless next couple second serious late gathering,1 star
26007,slow service,1 star
26008,slow service manager takeout enough help,2 stars
26009,bad service,1 star
26010,bathroom functional store,1 star
26011,bad experience particular location cashier greet customer minute order ice cream customer ice cream employee incident manager staff order control staff horrible horrible experience ppl money location guy well staff manager shift employee location cooperate,1 star
26012,late night terrible line hour able place order fix system new staff,1 star
26013,clean dinning room enough personal serve make big parking bathroom clean free wifi,3 stars
26014,belive min,1 star
26015,horrible service order food food food unhappy people,1 star
26016,customer food top good quality food today employee rude question sauce sandwich rude sauce change self extra ridiculous name speak manager manager behavior door super disrespected manager employee way customer guy bad day way simple question garbage people food people bother way ass thing people less,1 star
26017,bad mcdonald bum store employee,1 star
26018,young lady line minute minute window issue,1 star
26019,nasty table floor manager handed wet cloth person break car horrible experience managenman,1 star
26020,fresh coffee good cent lot freebie assistant manager friendly,5 stars
26021,ice 230am hot funny,1 star
26022,manager attitude order cl,1 star
26023,trash can place dirty worker circle drug person help customer minute help cup coffee customer,1 star
26024,piece nugget fresh overcooked wrong sauce,2 stars
26025,customer service atrocious employee order dismissive rude voice cut clarify order attitude entire time place trash,1 star
26026,typical mcdonald food table order wrong order new touch screen selfservice kiosk rude employee homeless people panhandl,1 star
26027,long order,5 stars
26028,system hour food line people tension tight employee employee pink hair huge scene profanity bunch kid problem employee frankie stellar guy help whole kitchen manager,1 star
26029,staff unprofessional yelling customer important food simple order good min fast food,1 star
26030,great service,4 stars
26031,bad service staff homeless food time people,1 star
26032,star bad trip mcdonald drive minute counting,1 star
26033,slow upset stuff order window speakerphone word law order window policy,1 star
26034,burger,3 stars
26035,food service great staff guess work fast pace good brand work,5 stars
26036,drive line minute car car lane,1 star
26037,,2 stars
26038,place star website star bad mcdonald minute,1 star
26039,drive thru lane open late great chocolate thank,5 stars
26040,food food food little hispanic night shift manager money,1 star
26041,much favorite mcdonald excellent customer service staff efficient dinning area clean management game food right,5 stars
26042,rudeservice manager customer fry hand letter reply customer clear customer order bad customer service way clean restaurant negative vibe newmanagement place,1 star
26043,mcdonald cool big breakfast good quarter pounder yeah mcdonald,4 stars
26044,bad service line order,1 star
26045,night shift crew unknown secret supervisor white ubereat order time customer ubereat delivery person order lie end ubereat delivery person customer order answer phone ubereat support ubereat driver bad rating unprofessionalism order,1 star
26046,store respect welcome mcdonald paper bathroom talk store,1 star
26047,open hour drive minute work,1 star
26048,dirty attitude people gross trow food mcdonald bad experience,1 star
26049,available pm car pile interaction close drive,1 star
26050,nasty mcdonald 1st people store toilet paper whole store amd employee,1 star
26051,bad customer service place bad minute order mananger nice,1 star
26052,mcdonald open hour am employee intercom car customer tired taco bell employee bank money sleep property,1 star
26053,least time chain old wise,5 stars
26054,place super poor customer service employee ask item hope owner employee owner employee ready,1 star
26055,good child young people old guy black coffee,4 stars
26056,food good employee,4 stars
26057,bag moderate defect rate,4 stars
26058,crew member cooperative manager food order regular order artisan chicken guacamole pico fry banana smoothie crew member order dine go mayo ketchup bbq tangy ketchup machine change customer evethough happy request kitchen,3 stars
26059,big mac meat patty thin bread lettuce lettuce thick meat patty,1 star
26060,people ridiculous bunch kid job leadership employee entire place full unhappy hungry customer ubereat people complete madhouse,1 star
26061,origin bad review bit star police officer entitled police discount,5 stars
26062,ill spare typical mcdonald speech bad blablabla reliable source actual late nite craving midnight sugarysalty craving time reliable,5 stars
26063,medium coffee dollar,2 stars
26064,bad,1 star
26065,way manager employee pot location horrible,1 star
26066,hour wait employee,1 star
26067,minute small frappe little bit caramel bad service mackdona,1 star
26068,night minute line,2 stars
26069,store open hour employee music open lazy employee location,1 star
26070,food deliciousi big fry hot,5 stars
26071,sad put review mcdonald slow re,3 stars
26072,minute thru car park piece whole order ready refund lot employee order ready,1 star
26073,beautiful building convenient in out order right complaint,5 stars
26074,horrible customer service star food cold,1 star
26075,everyday order last month food minute damn girl food time phone stop work attitude right,1 star
26076,food good customer service improvement,3 stars
26077,bad mcdonald experience bad staff unprofessional nasty place pig stuy young lady urge mcdonald due filthiness restaurant response upper management,1 star
26078,rate uber request allergic mustard mustard onnneeee freakin direction,1 star
26079,cup side sauce drive thru way order,2 stars
26080,rude disrespectful manger close door face messed order close drive thru order messed,1 star
26081,staff rude,1 star
26082,chick least good customer service system ice cream mcdonlad worker work taco street,1 star
26083,line minute food beware,1 star
26084,good service breakfast mocha coffee,5 stars
26085,bad mcdonald card machine,1 star
26086,open hour closed seating,1 star
26087,open 24hrs drive,1 star
26088,rude staff line minute mcdonald,1 star
26089,meal juice apple horrible service,2 stars
26090,time rude customer service ridiculous wait cost couple block,1 star
26091,quick service drink counter parking note sure park way point,4 stars
26092,name frankie new employee mcdonald,5 stars
26093,manager rude bad service customer request refill sprite customer amazed attitude,1 star
26094,restaurant clean worker tired angry food fresh theater sad movie,3 stars
26095,horrible terrible lunch hour service young african american girl order eye contact eye question mcdonald,1 star
26096,slow service single time order,2 stars
26097,service suck bad attitude espcialty drive trhu change service alot costumer friend,1 star
26098,fast food reason fast key staff rude time order correct,1 star
26099,time food dismal lot employee ineffective serve customer,1 star
26100,fry salt fry full salt soda manner,3 stars
26101,fast food fair price clean people food possible way allamerican establishment fast food hurry goto place,3 stars
26102,horrible disaster,1 star
26103,line minute least line sign trash edit,1 star
26104,bad,1 star
26105,bad place day night cold manager mcdonald manager restaurantbad star,1 star
26106,,1 star
26107,review rude staff bizarre mcdonald,1 star
26108,staff friendly nice people hard employee mcdonald,5 stars
26109,employee horrendous way care mcdonald folk response corporate,1 star
26110,good service hot food friendly employee overnight morning thank,5 stars
26111,big concern homeless people shaddy people staff little bit friendly,3 stars
26112,popular hr mcdonald indoor dining visit breakfast fresh,4 stars
26113,drive speaker mcdonald smart hour open day night moment,1 star
26114,hour woman closed mcdonald hour am,1 star
26115,order napkin sauce bbq nugget mix flavor,2 stars
26116,bad mcd,1 star
26117,pic order guy order glove rude,1 star
26118,bad rude employee service hereedit mask glove ether,1 star
26119,slow bad customer service place loose mcdonald attende,1 star
26120,friendly staff clean tasty food,4 stars
26121,order check order wrong,1 star
26122,poor service nugget medium fry caramel medium mocha frappe small mocha salad dressing difference small ask neglect caramel chocolate attitude,2 stars
26123,slow service dirty store employee lack customer service skill big roach lobby area pm sad,1 star
26124,customer service terrible lady work angry terrible thank,1 star
26125,fast place,4 stars
26126,disaster manager wth order time rapid food restaurant,1 star
26127,star bad establishment people job time long attitude employee mcdonald,1 star
26128,quick mcdonald quality food old dark usual hard chicken sandwich,4 stars
26129,simple english drink moslty ice flavor ask ice get cup ice separate,2 stars
26130,first time fast service,5 stars
26131,bad bad service favor different location,1 star
26132,far mcdonald particular good service friendly food care level flavor mcdonalds,5 stars
26133,small combo combo medium large wanted small order separate stupid extra buck,1 star
26134,slow employee order body place,2 stars
26135,line fry temperature chicken tender tough rubber band cherry combo meal ridiculous mcdonald future tender location,1 star
26136,serve,1 star
26137,kind person order right time order redone kind place,2 stars
26138,mobile order pick order order combative argumentative ask speak manager attempt window bit upset supervisor deescalate situation,1 star
26139,lovely staff customer satisfaction survey high grade,5 stars
26140,nice staff professional work timely manner thank,5 stars
26141,aware cashier drive costumer card receipt excess,1 star
26142,mcdonald cashier many bad attitude,4 stars
26143,hot cold series good bad experience cold food wrong order great,3 stars
26144,today bad experience friendly fresh food clean lobby mcdonald morning,4 stars
26145,dinner bacon double tea location bad downtown,4 stars
26146,good food hospitality mcdonald year quick meal,5 stars
26147,location cash card,1 star
26148,front half hour end ordering place,1 star
26149,order correct fresh everytime food great,5 stars
26150,clean store use restroom,5 stars
26151,manager black morning bad people good service rude manager,1 star
26152,slow many item available disgusting customer service staff care,1 star
26153,helpful patient cashier supervisor walkin slow,4 stars
26154,order right employee phone joking,1 star
26155,lady hour morning clean men morningand wash restroom,2 stars
26156,long friendliest staff eitherwasup mcdonaldsstep customer serviceyour fry,1 star
26157,bad mcdonald,1 star
26158,hour place close right drive min come bad,1 star
26159,breakfast sandwich hashbrown matter minutesthank staff,5 stars
26160,star nasty health,1 star
26161,okat least food hot fresh visit location,4 stars
26162,good mcdonald honest food fast good staff nice,4 stars
26163,place,1 star
26164,homeless man dining area piss,1 star
26165,order online use kiosk line,4 stars
26166,order right system customer order,1 star
26167,amazing love ok staff star place,5 stars
26168,morning system food sorry 24hr service ready,1 star
26169,refill ony drink,4 stars
26170,bad bad service quality,1 star
26171,lady rude loud yelled delivery guy order disrespectful,1 star
26172,service good fresh fry,5 stars
26173,pretty college girl regular f wild plenty young pretty one,5 stars
26174,possiblealway drive thrualway hour foodplease fix problem,1 star
26175,slow employee many uber much attention place clean,2 stars
26176,second time attitude place clean old,5 stars
26177,food disgusting mcdonald different food wanna fat heart attackthose kind thingscome place,1 star
26178,food love ace cream,4 stars
26179,ut busy many time order wrong coffee great,4 stars
26180,food taste well mcds nice staff,5 stars
26181,wrong mcdonald chicken nugget,5 stars
26182,24hr place am lady,3 stars
26183,waiting time night hour drive thru,1 star
26184,work rudei napkinsketchupand bbq sauce nugget buffalo sauce ice tea old smelled sour,1 star
26185,today line order staff case,2 stars
26186,sandwich bread meat cheese home congrat,1 star
26187,apple pie treat menu sweet deal,3 stars
26188,good terrible service,3 stars
26189,garbage service thru line minute exaggeration place,1 star
26190,service fast kind star,5 stars
26191,horrible service minute chicken nugget management,1 star
26192,food mickey basket horrible care business,2 stars
26193,good sausage mcmuffin,3 stars
26194,special ice coffee size,1 star
26195,fast friendly crew hot food clean lobby bathroom,5 stars
26196,whole experience horrible fry soggy cheese stale burger,1 star
26197,web open hour closed line customer service,1 star
26198,bathroom covid cause clean basic service customer,1 star
26199,good kind food love fry day,5 stars
26200,phone car park restaurant safety camera police trouble spot denny,1 star
26201,min horrible,1 star
26202,love good,5 stars
26203,early morning visit mcdonald morning,5 stars
26204,mcdonald,4 stars
26205,bad mcdonald,1 star
26206,order kiosko cookier server,3 stars
26207,quick,4 stars
26208,work hispanic lady nice great worker,5 stars
26209,store mia other alot guy location 36th access challenge,5 stars
26210,terrible service fry cold soggy chicken nugget old soda flat,1 star
26211,dirty place restroom toilet paper burger wrong way direction order,2 stars
26212,manager nose straight gold thing people glove cmonson,2 stars
26213,condominium ketchup napkin rude,1 star
26214,cold food different order half,1 star
26215,poor attention team casher manager discrimination homeless person food place,2 stars
26216,tax service great place dairy queen easy access drive walk,5 stars
26217,horrible employee work place 1hr drink thru,1 star
26218,horrible service time dirty,1 star
26219,thank happy meal,5 stars
26220,employee window min car,1 star
26221,rude employee manager lot employee manager people ridiculous,1 star
26222,ridiculous wait time checker,1 star
26223,minute,5 stars
26224,food fresh time fry hot customer service need little,4 stars
26225,year people particular mcdonald,2 stars
26226,napkin ketchup bag,4 stars
26227,terrible breacfsdt drive order incomplete home wife child disappointment,1 star
26228,dollar man cheap food ar,4 stars
26229,rude cashier thru lane time,1 star
26230,rude management work speaker window,1 star
26231,fast service good staff large fry good,5 stars
26232,good caramel order sweet,5 stars
26233,store pm food minute terrible service meal minute,1 star
26234,handy late night fast service coffee available,5 stars
26235,food good men restroom long time multiple man women restroom,3 stars
26236,way answer thru staff phone,1 star
26237,customer service need area,3 stars
26238,amazing ingredient perfect,5 stars
26239,place nice decoration,5 stars
26240,fast service order,5 stars
26241,unorganized slow atleast order right,3 stars
26242,bad service life emigrant slow snail,1 star
26243,bad customer service manager problem drug addict customer homeless,1 star
26244,bad rude unprofessional service bad mcdonald,1 star
26245,much midnight burger taste coke,2 stars
26246,girl drive ear bud rude home job need,1 star
26247,excellent service clean restaurant clean area,5 stars
26248,half order,3 stars
26249,horrible customer service time,1 star
26250,quick burger,5 stars
26251,fresh food awesome table service star,5 stars
26252,trip family big mac quarter burger fresh lady counter food,5 stars
26253,cross place time canadian tourist bus feed passenger short visit top regular customer andor car mickey ds border canadian side french worker customer app place order convenient worker appreciate extra people facetoface order timely manner ton tourist food good staff friendly huge parki,5 stars
26254,quick visit location nice bright dining room fresh flower usual self screen helpful staff counter order need,4 stars
26255,food slow manager short hair woman mental rude name unprofessional,1 star
26256,great border truck parking green grass dog clean inside order,5 stars
26257,order morning managerbrown hair uber pick attitude window awful experience,1 star
26258,nice place service thnak service screen restaurant clean huge parking park restaurant free wifi convenient,5 stars
26259,fresh good clean modern nice mcdonald,5 stars
26260,good time deluxe chicken deluxe burger,3 stars
26261,good customer service,5 stars
26262,spicy pier price good dollar menu case chicken good price course well service afternoon plenty seat restroom available pickup available everyday mcdonald crowded convenient spot extra buffalo sauce,5 stars
26263,mcdonalds ubereat delivery parking structure area one convenient people eat,4 stars
26264,consecutive week dining room 530am last month monday machine cashier worker orange mistake,1 star
26265,daughter friend particular mcdonald boardwalk town visitor big place clean homeless people place lot people,1 star
26266,unique mcdonald love structure reason low rating people wrong reason busy,3 stars
26267,unsafe place group young guy old man security main manager,1 star
26268,minute pier many homeless people good care belonging clean employee cold due holiday hour double burger cheese oats meal thank holiday,4 stars
26269,line half hour pickup window short fry cold explanation tired,2 stars
26270,expensive other area individual sensitive fact phone picture video,2 stars
26271,food satisfactory speed service reasonable problem restaurant busy smell pot strong patio munchie,4 stars
26272,toxic gas air local law humane right security guard site cashier able elementary subtraction dollar bill enough single stuff magic location hour dining room hour entry way patron sit seating area minute minute mgmt schedule site employee hour,2 stars
26273,mcdonald,4 stars
26274,staff great unwanted obvious nuisance food fast staff professional restroom clean certain unfortunate citizen beach park car top lot eat,4 stars
26275,mcdonald wee hour time colorful occasional altercationconflict security order food kiosk wish sandwich,4 stars
26276,clean place nice flow time,5 stars
26277,good place crowded service quick huge order minute quality much particular location right great place beach,5 stars
26278,able busy time opinion customer traffic waist time order cloud bathroom intermittent traffic busy time meal opinion picture available perfect time satisfied,5 stars
26279,fast food cause time convenient place quick breakfast morning shop,4 stars
26280,tea lemon lemon lemon answer lemon,3 stars
26281,long time ed concern mcdonald covid19 option remarkable,4 stars
26282,service excellent employee raise line,5 stars
26283,rude staff manager birthday promotion,1 star
26284,refund convince worker kiosk fix,2 stars
26285,nice place homeless clean comfortable place food preparation process fast staff first,5 stars
26286,bad mcdonald d beach bad experience,2 stars
26287,disappointed food husband drink carrier replacement loss reorder replace ice coffee mocha,1 star
26288,clean bathroom,4 stars
26289,lot homeless people,4 stars
26290,enough parking quick front door open air stuffy mask optional time employee mask employee neutral good job bathroom clean floor good large amount foot traffic indoor outdoor table worker wipe table person order cashier selfservice screen app scanner bottom payment long food less minute,5 stars
26291,gas station easy food gas stop,5 stars
26292,staff kind homeless people store,3 stars
26293,hungry much money donal hungry happy,5 stars
26294,clean tidy helpful staff lot indoor stupid oversized ipad ordering system short walk beach short walk train station local shop review helpful thank,5 stars
26295,great place awesome staff friendly helpful enjoy meal,5 stars
26296,horrible service wife kid pancake meal sandwich meal people meal order pancake sandwich full meal spanish speak pancake hash brown stop,1 star
26297,honest frequent local santa ds coffee nice jolt caffeine day am homelessness year particular location alot homeless patron nice regular thing time time aggressive homeless patron place troublesome staff situation talk patient react people day little thing,4 stars
26298,full homeless people unaware global situation homelessness sit chill one thru order self service ordering kiosk,2 stars
26299,day customer store security guard watch,1 star
26300,good service nice staff side full,3 stars
26301,mcdonald love food shoreline friend worker serious due large amount people daily mcdonald particular food,4 stars
26302,good mcdonald good service,5 stars
26303,good location big place,5 stars
26304,pier place activity good,3 stars
26305,good man food next beach people little busy kiosk available trip payment option unavailable kiosk,5 stars
26306,busy drink,2 stars
26307,hand bad mcdonald rude racist time fistfight dining area men room full weed smoke,2 stars
26308,family afternoon,5 stars
26309,bad service employee security guy professional ugly store,1 star
26310,mcdonald bum beggar day,5 stars
26311,nice mcdonald due location small amount food pier people begger man drug,4 stars
26312,minute mobile order table order,1 star
26313,cappuccino,3 stars
26314,service rude customer,1 star
26315,happy location dining room big window dining room open open afternoon open rule order window car bike,1 star
26316,horrible customer service order lady order rude attitude easy menu somet,1 star
26317,friendly staff fast service,5 stars
26318,worker order time attitude,1 star
26319,high traffic fast food restaurant process place area frill area food age priceless,5 stars
26320,busy staff literal hero,5 stars
26321,daily coffee need use restroom course use restroom wash hand,1 star
26322,order hash brown combo meal raw amazing staff breakfast meal process sad,2 stars
26323,special mcduck mcduck,3 stars
26324,many young kid busy family tourism,1 star
26325,reason location star mcdonald fast food day fatty sugary dislocation clean staff friendly alert french fry sweet iced tea outdoor courtyard clean mcdonald surprised fresh french fry sweet iced tea taste,4 stars
26326,much trouble difficult happy longing open mind empty heart fear experience full peace assurance love toreach possible promise patient other patient smile face goodness dwell happy grateful gift right minute happinessgod gift other blessing selfish gift live guide future wisdom choicesdear pain suffering face ask end midst sufficient ask strength perfect weakness jesuss name,5 stars
26327,homeless population remove star dirty restaurant food typical change busy location return caution,4 stars
26328,long line rude staff sauce register open homeless front entrance smoking blunt ordering,3 stars
26329,wipe star last year whole place slow hispanic restaurant diverse staff speedy hot min else line fry nugget thumb least time time situation whole employee personnel,2 stars
26330,bad expensive mcdonald request manager cashier order happy meal,1 star
26331,men restroom filthy place lot people attention restroom,1 star
26332,location food area location homeless crazy restaurant security,1 star
26333,new renovation modern ordering kiosk perfect tourist spacious fault homeless population fact hang spot problem long mind business thing surprised refill coffee main reason breakfast mcdonald quick easy meal high price option,3 stars
26334,issue patron hand staff issue family food delivery app location unruly patron order right delivery,4 stars
26335,location great machine order service horrible sundae mom minute employee tear pant sundae moment family minute refund fuss bad part people location enough prepare delivery food,2 stars
26336,vomit urine homeless entry stomach food wife sightseeing plan left town,1 star
26337,food mcdonald decent place messy soda people nice worker nice,2 stars
26338,psycho guard,5 stars
26339,nice clean saw guy homeless security guard impressive sorry guy security sensitive job man men rest room clean d paper towel hand addition blower press facet button touch soup dispenser paper towel thing,4 stars
26340,black lady cash register order black lady dark blue shirt hair food minute item wrong black lady staff fix wrong third time staff sure correct customer minute care post food defensive refuse hot free fry long order cold fry hell black black management fault job attention,1 star
26341,wonderful excellent restroom public pm,5 stars
26342,busy place,4 stars
26343,good quick service,4 stars
26344,soft serve sundaes spot hot day small sundae price perfect kid hot fudge bottom fun,5 stars
26345,high review time service excellent fast professional staff way mcdonald culture homeless people location restroom bad odor homeless people washing restroom door drug use plenty homeless people establishment eat use restroom bad odor atmosphere homeless man police food loud unruly quick response security officer duty man several time composure homeless man tough job priority customer satisfaction safety key staff,3 stars
26346,convenient location challenge area homeless restaurant good job thing clean service helpful food good lot custom request kid extra burger,4 stars
26347,bathroom dirty line able skip people register open customer booth side restaurant smell cigarette food good quality,3 stars
26348,overall fast service problem location hub homeless people,1 star
26349,people rudeshort response parking garage hazardous,2 stars
26350,step,5 stars
26351,different mcdonald close beach clean fast lot tourist visitor order kiosk system fast seating issue day good experience bad,4 stars
26352,rude staff bad service many well place,1 star
26353,many homeless people location smelled bad due situation hard time body odor various homeless people location location,1 star
26354,convenient location affordable food area busy foot traffic beach promenade encounter type international tourist local bum clean large amount customer quick sure check accurate employee,3 stars
26355,attraction restaurant local customer restaurant none people customer dissatisfaction resolution skill employee customer verbal complaint verbal challenging argument complaint resolution,3 stars
26356,food crowded gum chair short,3 stars
26357,good place black sudden remodel staff race mcdonald opportunity employer guess today use restroom restroom emergency number way speak manager manager thing manager restroom emergency ill need time place thing cold food time fresh food minute strong express little bit place nice place dime money treat people people okay business owner entire staff mcdonald new whole new staff ethnicity different religion different way respectable place lot change last thing petition shutdown nasty disrespectful unprofessional unreliable restaurant popular place next level customer mcdonald step future customer mcdonald great compare way customer mcdonald topic discussion,1 star
26358,cheeseburger bacon onion first time bacon bacon money onion,1 star
26359,lot staff hand week peak hour lot tourist due perfect location shopping pier homeless space fellow man security hand time place crowded service mcdonald great price perfect location,4 stars
26360,bad exp believe bad food,1 star
26361,friend whole order actual order fast worker place clean much room clean time star,4 stars
26362,nice,5 stars
26363,breakfast morning hotel corner food correct fresh large amount homeless people thing little difficult condiment self security guard bathroom table,4 stars
26364,large fry okay kid hamburger happy meal burger cold tasted funny fry course toy today mediocre,4 stars
26365,place well option price quality food reasonable,3 stars
26366,great food staff bit sketchy,3 stars
26367,tourist mcdonald rude service poor choice bad fast food chain,1 star
26368,refill,4 stars
26369,dollar coffee buck good place small serf busy street pierultra poor planning space quality servicebusiness lot vagrant part harmless,1 star
26370,good breakfast,5 stars
26371,homeless front door people food problem smell tourist family embarrassed,2 stars
26372,manager help seating arrangement disorganized soda fountain machine dirty ice press certain soda many homeless people decent thing food,2 stars
26373,bad mcdonald world big statement breakfast busy food sandwich pancake cold bag hashbrown wrapper bag deep frier save money food edible mcdonald food location terrible suggestion,1 star
26374,service pandemic seem important thing security polite cusomer service associate formal patio,4 stars
26375,cheap sustenance couple burger fry alright price account busy time mind peak time restaurant clean mcdonald,4 stars
26376,order wrong sweet tea crispy large piece crispy chicken foul tasting sauce order soda much d club soda,1 star
26377,cup water food purchase tiny cup other decent sized cup water cup water,1 star
26378,mcdonald busy customer service good,1 star
26379,close beach ice machine enough fresh tea refill container employee security guard trip service volume customer proximity,2 stars
26380,service great awesome job food security chicken nugget hamburger,5 stars
26381,refill minute line order ranch chicken nugget,2 stars
26382,bad planet rudest staff,1 star
26383,great place beach ridiculous price many homeless people change wanna change sense direction life people money meat patty bun bread seed moral review homeless eating,5 stars
26384,busy rapid cheap food place area ideal mcdonald different franchise,5 stars
26385,halal food fillet good choice price,4 stars
26386,place busy summer hot fresh food slacking guess problem homeless druggie drug dealer business last week cold fry pm gang victim report complaint corporate 13th free double cheeseburger cold burger,1 star
26387,place open late night service great know product safe family friendly great location,5 stars
26388,line good mcdonald bad parking lot entrance smelled pee patio table disgusting point clean touch patio chair uncomfortable,3 stars
26389,major tourist hub block food store mcdonald time entire life,5 stars
26390,homeless people,2 stars
26391,supersize fade floor bag surprise,4 stars
26392,midnight place table,4 stars
26393,hot fresh quarter pounder cheese mac sauce pickle lettuce,5 stars
26394,counter place clean truck many option door business dining room hour sad pier collective grime location sidewalk homeless issue disturbed hustler questionable addict family friendly location family clear truth smile cashier weariness defeat business issue food problem,1 star
26395,first thing eye employee time branch goldin reason great customer service self available customer time beach santa alot kind employee,5 stars
26396,food good person counter homeless people,3 stars
26397,front world famous,5 stars
26398,raw meat burger part raw meat unfit eat sick body uncooked meat burger,1 star
26399,thru parking lot area busy chaotic service reasonable,2 stars
26400,friendly tray service fast food ready,4 stars
26401,price expensive place item menu full homeless people people restroom filthy,3 stars
26402,old pier country top place lalaland,5 stars
26403,several hour use restroom employee open bathroom rude least clean food ok,1 star
26404,nice quick use machine food pay credit cash counter machine order quick food dope issue,5 stars
26405,,3 stars
26406,star lock bike security guard bike bike door homeless people order,1 star
26407,quick service mcdonald transient staff wish service kiosk order service,3 stars
26408,refill bad service,1 star
26409,fresh air clean facility,5 stars
26410,food hot fry salty,2 stars
26411,flatware restroom tight transient employee dismissive arrogant courteous question food product cheeseburger answer bread food hot,4 stars
26412,bad mcdonald customer existant act order food establishment minute simple order many complaint mcdonald bad kiosk location disaster,1 star
26413,cool remodel nazi water receipt stupid guard homeless man pepper spray little kid place way,1 star
26414,food good mcdonald seating area small lot homeless people front building entrance smelled urine,4 stars
26415,entire order wrong family deluxe round egg decaf coffee med coffee sugar cream packet ketchup bread muffin wrong amount cream day food amazing time mcdonald area lame place well service overallsort long review sorry,4 stars
26416,time mcdonald friendly welcome cashier bad costumer service disrespectful rude mcdonald,3 stars
26417,triple cheeseburger burger single go wrong triple cheeseburger patty burger location,1 star
26418,food pm night people minute food staff friendly food,5 stars
26419,restaurant clean orderly food decent,4 stars
26420,filthy place dining area rest room staff member order coffee menu buttermilk chicken tender inedible many time,1 star
26421,real meat patty quarter pounder burger less expectsame great taste great value different burger option menu mouth watering meal ready minute warm juicy bite second third fourth today munchie peak,4 stars
26422,first restroom clean keypad restroom purchase chicken sandwich fresh thank service,5 stars
26423,,4 stars
26424,week place crowded computer ordering system effective module lot order,5 stars
26425,poor customer service cashier,1 star
26426,interior store lot pleasant due proximity pier plenty weirdo homeless people store,4 stars
26427,crowded macchiato apple pie staff friendly attentive short interaction,5 stars
26428,line long service friendly long food employee extra wait employee good customer service,4 stars
26429,interesting location property expensive good enough place star expectation mcdonald pier big spot,4 stars
26430,bad rude employee customer dirty,1 star
26431,bathroom facility mind line intention first thing first manager security staff rude foot place,1 star
26432,fast love line,4 stars
26433,hungry fancy mickey long way nostalgic stomach bad,2 stars
26434,blessya mcdonald teenager place hard let love homeless clean gracekeep movingsmile sister peace,5 stars
26435,bad customer service manager rude racist bad training employee manager nightshift charge rude customer talk manager mcdonald complaint consideration complaint customer afraid big,1 star
26436,order grape jelly employee strawberry grape store head manager allergic strawberry plenty grape jelly napkin bag,3 stars
26437,bit sketch late night,3 stars
26438,young lady night 7th ticket number customer counter yelled number people order order grab tell ticket course ticket hand mind lady glass age co,1 star
26439,helpful good vibe energy happy guy honest product whole time customer time,5 stars
26440,order appreciated hurry mcnugget amazing one,4 stars
26441,terror man palpable air stench blood heavy day night terror man island wrong active hand coke,5 stars
26442,bad service people order order order manager error receipt corporate head contact willing give place manager,1 star
26443,great customer service busy location eating area clean obvious challenge beach location,5 stars
26444,food good mean several pickle yummy burger fry perfect little,4 stars
26445,refill tradition staff much staff drink soda machine,1 star
26446,long line app fast,5 stars
26447,chain criterion clean interior andor restroom fast service,4 stars
26448,fast service straw paper straw resusable straw selfservice system waiting time,5 stars
26449,many homeless hang front lot violent drink refill people cup trash steal soda,2 stars
26450,cold food care,1 star
26451,love mcchicken hot fast food fresh cheap accurate item food,4 stars
26452,good mcdonald big difference lot homeless people staff many homeless time resroom run seat lol,4 stars
26453,expensive mobile order security site pushy people friendly,4 stars
26454,restaurant quick meal restaurant well other view service clean bad point,3 stars
26455,lunch break quick bite beach location great service accurate,3 stars
26456,experienced placing order computer touch screen number nice clean busy place,5 stars
26457,cashier hair ponytail worker state hair food cook side shirt knot low right stomach manager cashier hair pony tail chick shirt shirt way sweeping washing hand,1 star
26458,quick helpful,5 stars
26459,good service clean alot homeless quick full ppl,3 stars
26460,soda fountain fizzy employee distracted good place quick bite way beach,3 stars
26461,nice place fast wish driver overall fast service,5 stars
26462,great place inexpensive food public parking place price parking cheap option available,5 stars
26463,dirty employee homeless hangout day everyday good thing police crime,1 star
26464,attitude knowledge procedure terrible customer service place filthy run place place good day place wholesale good riddance,1 star
26465,old cashier rude english rude,1 star
26466,cheap place pier budget mikey fine problem place lunch hour,4 stars
26467,self order cashier order close occasional homeless ppl security guard,5 stars
26468,massive homelessness dirty outside parking security mask drug door,2 stars
26469,homeless spot good table everyday,3 stars
26470,horrible service remodeling rude attendant refill traditional mcdonald security rude reminding parking minute store minute,1 star
26471,mcdonald quick service good food little crazy night time busy spot next pier,4 stars
